institution_id,institution_name,open_to_xclerks,country_id,med_school,xclerk_interview_required
4562,National Yang-Ming Univ.,No,218,N,Y
4565,"Heilongjiang Traditional Chinese Medicine Univ., China",All,51,Y,Y
4570,"Liverpool School of Tropical Medicine, United Kingdom ",All,234,Y,N
4576,"Aichi Medical Univ., Japan",All,118,Y,Y
4577,"St. Barts & The Royal London School of Med & Dentistry, United KIngdom",All,234,Y,N
4578,"Indian Council of Medical Research, India",All,110,Y,N
4581,"Cumhuriyet Univ. Medical Facult, Turkey ",All,227,Y,Y
4584,"Universidad Autonoma De San Luis Potosi, Mexico",All,149,Y,Y
4586,"Almaty State Medical Institute, Russia",All,188,Y,Y
4589,"Mongolian Medical Univ., China",All,51,Y,Y
4595,"First Leningrad Medical School, Russia",All,188,Y,Y
4597,"Oita Medical Univ., Japan",All,118,Y,Y
5098,"Vijayanagar Inst. of Medical Sciences, India",All,110,Y,N
1093,Goshen Coll.,No,235,N,N
5101,"Universidad Privada Antenor Orrego, Peru",All,179,Y,Y
5111,"SVS Medical Coll., NTR Univ. India",All,110,Y,N
5118,"Karnataka Inst. of Medical Sciences, Karnataka Univ., India",All,110,Y,N
4602,"Maharani Laxmi Bai Medical Coll., India",All,110,Y,N
5138,"Univ. Coll. of Med Sciences, Delhi Univ., India",All,110,Y,N
4604,"Superior School of Medicine, Mexico",All,149,Y,Y
5150,"Guru Govind Singh Med Coll, Punjab Univ., India",All,110,Y,N
5231,"California State Univ., Channel Islands",No,235,N,Y
4607,"Menoufiya Faculty of Medicine, Egypt",All,72,Y,N
4608,"J.L.N. Medical College, India",All,110,Y,N
4609,"R.T.L. Medical Coll., India",All,110,Y,N
4610,"Kasturba Medical Coll., India",All,110,Y,N
5238,"Herbert Wertheim Coll. of Medicine, Florida Inter. Univ.",US-Canadian,235,Y,Y
5260,San Joaquim Delta Coll.,No,235,N,Y
4613,"Lokmanya Tilak Medical Coll., India",All,110,Y,N
4614,"Tata Memorial Medical Coll., India",All,110,Y,N
5268,"Davao Medical School, Philippines",All,180,Y,Y
4616,"Xiaogen Medical Coll., China",All,51,Y,Y
5272,"Univ. of Sharjah, Coll. of Medicine, United Arab Emirates",All,233,Y,Y
4618,"Sverdlovsk State Medical Institute, Russia",All,188,Y,Y
5273,"Federal Univ. of Paraiba Fac. of Medicine, Brazil",All,35,Y,Y
5294,"King Khaled Univ., Abha Coll. of Medicine, Saudi Arabia",All,196,Y,Y
5358,"Government Medical Coll., Kota, India",All,110,Y,Y
1094,Goucher Coll. ,No,235,N,N
5430,"Univ. of South Carolina School of Med, Greenville",US-Canadian,235,Y,Y
5432,"Marian Univ. Coll. of Osteopathic Med, Indiana",US-Canadian,235,Y,Y
5455,Salve Regina Univ.,No,235,N,Y
5456,"Univ. of Reading, United Kingdom",No,234,N,Y
5457,Worcester Polytechnic Inst.,No,235,N,Y
5458,"Manipal Inst. of Technology, India",No,110,N,Y
5459,Grove City Coll.,No,235,N,Y
5460,Univ. of San Francisco,No,235,N,Y
5461,"Univ. of Auckland, New Zealand",No,164,N,Y
5462,Univ. of New England,No,235,N,Y
5463,Stetson Univ. College of Law,No,235,N,Y
4646,"Lariboisiere Medical School, France",All,83,Y,Y
4653,"Hua Xi Medical Univ., China",All,51,Y,Y
4655,"Wenzhou Medical Coll., China",All,51,Y,Y
4657,"RAK Medical & Health Sciences Univ., United Arab Emirates",All,233,Y,Y
4666,"Pediatric Medical Institute, Russia",All,188,Y,Y
4672,"Pomeranian School of Medicine, Poland",All,182,Y,Y
4673,"Weifang Medical Coll., China",All,51,Y,Y
4676,"Chengalpattu Medical Coll., India",All,110,Y,N
4677,"Kakatiya Medical Coll., India",All,110,Y,N
320,Brown Univ.,No,235,N,N
5093,"Gandhi Medical, College, Vijayawada Univ, India",All,110,Y,N
5110,"Coll. of Medicine, Pochon CHA Univ., South Korea",All,124,Y,Y
5116,"Faculty of Medicine - ABC Foundation, Brazil",All,35,Y,Y
325,Bryn Mawr Coll. ,No,235,N,N
326,Bucknell Univ. ,No,235,N,N
1791,"Maulana Azad Medical Coll., Delhi U., India",All,110,Y,N
347,California Institute of Technology,No,235,N,N
352,"California State Coll., PA.",No,235,N,N
353,"California State Univ., San Bernardino",No,235,N,N
1807,"Medical Academy, Bialystok, Poland",All,182,Y,Y
357,California Polytechnic State U.,No,235,N,N
1809,"Medical Academy, Gdansk, Poland",All,182,Y,Y
1810,"Medical Academy, Katowice, Poland",All,182,Y,Y
1811,"Medical Academy, Krakow, Poland",All,182,Y,Y
1812,"Medical Academy, Lodz, Poland",All,182,Y,Y
1813,"Medical Academy, Lublin, Poland",All,182,Y,Y
1814,"Medical Academy, Pleven, Bulgaria",All,38,Y,Y
1815,"Medical Academy, Plovdiv, Bulgaria",All,38,Y,Y
1817,"Medical Academy, Poznan, Poland",All,182,Y,Y
1818,"Medical Academy, Sofia, Bulgaria",All,38,Y,Y
1819,"Medical Academy, Szczecin, Poland",All,182,Y,Y
1820,"Medical Academy, Varna, Bulgaria",All,38,Y,Y
1821,"Medical Academy, Warsaw, Poland",All,182,Y,Y
1822,"Medical Academy, Wroclaw, Poland",All,182,Y,Y
358,"California State Univ., Chico",No,235,N,N
1824,"Medical Col. of Inner Mongolian Region, China",All,51,Y,Y
360,"California State Univ., Fresno",No,235,N,N
1828,"Medical Coll., Baroda U., India",All,110,Y,N
1829,"Medical Coll., Calcutta U., India",All,110,Y,N
1830,"Medical Coll., Calicut U., India",All,110,Y,N
1831,"Government Medical Coll., Amritsar Punjab, India",All,110,Y,N
1832,"Medical Coll., Jabalpur U., India",All,110,Y,N
1833,"Medical Coll., Madurai U., India",All,110,Y,N
1834,"Government Medical Coll., Nagpur U., India",All,110,Y,N
1835,"Sri Venkatesvara Medical College, India",All,110,Y,N
1836,"Medical Institute, Donetsk, Russia",All,188,Y,Y
362,"California State Univ., Hayward",No,235,N,N
363,"California State Univ., Long Beach",No,235,N,N
365,"California State Univ., Northridge",No,235,N,N
366,"California State Univ., Sacramento",No,235,N,N
368,California State Univ. ,No,235,N,N
389,"Carleton Coll., MN",No,235,N,N
3591,"Univ. of Istanbul School of Medicine, Turkey",All,227,Y,Y
3592,"Univ. of Jordan, Jordan",All,119,Y,N
5077,"Bhopal University, India",No,110,N,N
5092,"Univ. Of Balamand Sch. of Med, Lebanon",All,130,Y,Y
5099,"Rajiv Gandhi Medical College, India",All,110,Y,N
3596,"Univ. of Khartoum, Sudan",All,211,Y,Y
5103,"Univ. of Firenze Faculty of Medicine, Italy",All,116,Y,Y
5406,"Pham Ngoc Thach Univ. of Medicine, Viet Nam",All,242,Y,Y
5435,"Bradford Univ., United Kingdom",No,234,N,Y
5445,Univ. of Toledo,No,235,N,Y
5446,"Iran Univ. of Science and Technology, Iran",No,112,N,Y
3602,"Univ. of Lagos, Nigeria",All,167,Y,Y
3603,"Univ. of Lausanne Faculty of Med, Switzerland",All,216,Y,Y
5450,Marymount Manhattan Coll.,No,235,N,Y
3607,"Univ. of Leeds Faculty of Medicine, United Kingdom",All,234,Y,N
3611,"Univ. of Leipzig, Germany",All,91,Y,N
3617,"Univ. of Lisbon Faculty of Medicine, Portugal",All,183,Y,Y
3619,"Univ. of Ljubljana, Slovenia",All,203,Y,Y
3621,"Univ. of London, England",No,234,N,N
3623,"Univ. of Luebeck, Germany",All,91,Y,N
3625,"Univ. of Lund Medical School, Sweden",All,215,Y,Y
3629,"Autonomous Univ. of Madrid, Spain",All,207,Y,Y
3632,"Univ. of Malaya, Malaysia",All,140,Y,Y
3633,"Univ. of Malaysia, Malaysia",All,140,Y,Y
3634,"Univ. of Manchester Faculty of Medicine, United Kingdom",All,234,Y,N
3635,"Univ. of Manchester, England",No,234,N,N
3638,"Univ. of Mansura Faculty of Medicine, Egypt",All,72,Y,N
3640,"Univ. of Marseille Faculty of Medicine, France",All,83,Y,Y
3643,"Univ. of Medicine & Surgery, Aquila, Italy",All,116,Y,Y
3644,"Univ. of Melbourne, Australia",All,15,Y,N
3647,Univ. of Milan Faculty of Medicine & Surgery ,All,116,Y,Y
3648,"Univ. of Milan, Italy",No,116,N,Y
3650,"Univ. of Modena, Italy",No,116,N,Y
3653,"Univ. of Montemorelos, Mexico",All,149,Y,Y
3654,"Univ. of Monterrey Faculty of Medicine, Mexico",All,149,Y,Y
3660,"Univ. of Mosul, Iraq",All,113,Y,Y
3662,"Univ. of Munich Medical School, Germany",All,91,Y,N
3663,"Univ. of Munich, Germany",No,91,N,N
3667,"Univ. of Nairobi Faculty of Medicine, Kenya",All,121,Y,Y
3668,"Univ. of Nairobi, Kenya",No,121,N,Y
3671,"Univ. of Naples, Italy",No,116,N,Y
3672,"Univ. of Natal Medical School, South Africa",All,206,Y,Y
5058,"Kon Kuk U. College of Medicine, South Korea",All,124,Y,Y
5064,"Chungbuk National Univ. College of Medicine, South Korea",All,124,Y,Y
5065,"Chonbuk National Univ. Coll.of Medicine, South Korea",All,124,Y,Y
5066,"Gyeongsang National Univ. Coll.of Medicine, South Korea",All,124,Y,Y
5083,"Kangwon National Univ. School of Medicine, South Korea",All,124,Y,Y
5105,"Government Medical Coll., Jammu Univ., India",All,110,Y,N
4209,"Allama Iqbal Medical Coll., Lahore, Pakistan",All,174,Y,Y
5114,"MNR Medical Coll., NTR Univ., India",All,110,Y,N
5348,"Al Margeb Univ. Faculty of Medicine, Libya",All,133,Y,Y
5349,"Minia Univ. Faculty of Medicine, Egypt",All,72,Y,Y
4213,"Beijing Coll. of Chinese Medicine, China",All,51,Y,Y
5361,"Charles E. Schmidt Coll. of Medicine, Florida Atlantic Univ.",US-Canadian,235,Y,Y
5381,"Mahatma Gandhi Inst. of Med Sciences, India",All,110,Y,Y
5405,"Weill Cornell Medical Collge, Qatar",All,185,Y,Y
5409,"Univ. Degli Studi Di Verona, Italy",All,116,Y,Y
5410,"Univ. of Malawi, Malawi",All,139,Y,Y
5440,SUNY at Purchase,No,235,N,Y
4220,"Univ. of Ilorin, Nigeria",All,167,Y,Y
5507,"SUNY, Buffalo",All,235,N,Y
5516,"Istanbul Medipol Univ. Faculty of Medicine, Turkey",All,227,Y,Y
5521,Univ. of Ibadan,All,167,N,Y
5540,Univ. of Texas Rio Grande Valley Medical School,US-Canadian,235,Y,Y
5547,Bowie State Univ.,No,235,N,Y
4227,"Saratov Medical School, Russia",All,188,Y,Y
4232,"Univ. of Uludag, Bursa, Turkey",All,227,Y,Y
4236,"Shimane Medical School, Izumoshi, Japan",All,118,Y,Y
4239,"Nair Hospital Dental Coll., Mumbai, India",No,110,N,N
4246,"Univ. of Sind, Pakistan",No,174,N,Y
4247,"Escuela Colombiana De Medicina, Colombia",All,54,Y,Y
4249,"Univ. of Yamanashi Medical School, Japan",All,118,Y,Y
4250,"Guilin Medical Univ., China",All,51,Y,Y
4251,"Universidade Do Esta Do Rio De Janeiro, Brazil",No,35,N,Y
4260,"Universidad Del Cauca, Centro Medico Univ. Colombia",All,54,Y,Y
4270,"Shahid Beheshti Univ. of Medical Sciences, Iran",All,112,Y,Y
4273,"Univ. of Ioannina, Greece",All,94,Y,Y
4277,"Hanoi Medical School, Viet Nam",All,242,Y,Y
5097,"Sikkim Manipal Inst of Medicine, India",All,110,Y,N
5107,"Andhra Medical College, India",All,110,Y,N
4279,"Federal Univ. of Health Sciences of Porto Alegre, Brazil",All,35,Y,Y
5378,"Cebu Doctors' Univ. Coll. of Medicine, Philippines",All,180,Y,Y
5384,"Federal Univ. of Campina Grande, Fac. of Medicine, Brazil",All,35,Y,Y
5385,"Gullas Coll. of Med., Univ. of Visayas, Philippines",All,180,Y,Y
5386,"Yonsei Univ. Wonju Coll. of Medicine, South Korea",All,124,Y,Y
5414,"Univ. of Medicine & Pharmacy, Ho Chi Minh City, Viet Nam",All,242,Y,Y
5522,"FMH College of Medicine and Dentistry, Pakistan",All,174,Y,Y
4287,"Kuibyshev Medical Institute, Russia ",All,188,Y,Y
5526,"Austral Univ. Faculty of Medicine, Argentina",All,11,Y,Y
4289,"King Faisal Univ., Faculty of Medicine, Saudi Arabia",All,196,Y,N
5527,MGH Inst. of Health Professions,No,235,N,Y
5537,Seattle Univ.,No,235,N,Y
4292,"Chengde Medical Coll., China",All,51,Y,Y
4293,"Univ. of Witten/Herdecke, Germany",All,91,Y,N
4294,"First Medical School Federico II Univ., Italy",All,116,Y,Y
4295,"Fujita Health Univ. School of Medicine, Japan",All,118,Y,Y
4298,"Univ. of Oulu, Finland",All,81,Y,Y
4301,"Lebanese Univ. School of Medical Sciences, Lebanon",All,130,Y,Y
4303,"Jinan Univ. School of Medicine, China",All,51,Y,Y
4312,"Jiamusi Medical Coll., Heilongjiang, China",All,51,Y,Y
4321,"Rostov State Medical Institute, Rostov, Russia",All,188,Y,Y
4322,"Al Fateh Univ., Tripoli, Libya",All,133,Y,Y
4325,"Azabu Univ., Kanagawa, Japan",No,118,N,Y
4335,"Minsk Medical School, Russia",All,188,Y,Y
4338,"Tongji Medical Coll., China",All,51,Y,Y
4341,"Ignacio A. Santos Medical School, Monterrey, Mexico",All,149,Y,Y
4348,"Univ. of Crete School of Medicine, Greece",All,94,Y,Y
4349,"Fukui Medical School, Fukui, Japan",All,118,Y,Y
4352,"Macau Institute of Chinese Medicine, Macau, China",All,51,Y,Y
1864,"Meshed Univ. Medical School, Iran",All,112,Y,Y
5079,"Tzu Chi Univ. School of Medicine, Taiwan",All,218,Y,Y
394,Carnegie Mellon Univ.,No,235,N,N
5084,Broward Community College,No,235,N,N
5112,"Kamineni Inst. of Medical Sciences, India",All,110,Y,N
5086,Washington And Lee University,No,235,N,N
5350,"Univ. of Airlangga Faculty of Medicine, Indonesia",All,111,Y,Y
5351,"Frontier Med Coll., Bahria Univ., Pakistan",All,174,Y,Y
400,Case Western Reserve Univ. School of Medicine,US-Canadian,235,Y,N
401,Case Western Reserve Univ.,No,235,N,N
5353,"Univ. of Medical Sciences & Technology, Sudan",All,211,Y,Y
5380,"Federal Univ. of Bahia Fac. of Medicine, Brazil",All,35,Y,Y
5389,"Latin American School of Medicine, Cuba",All,62,Y,Y
5433,King Saud Univ.,All,196,N,Y
5449,American Univ. of the Caribbean,No,103,N,Y
5452,Clemson Univ.,No,235,N,Y
5453,Coll. of Wooster,No,235,N,Y
1881,"Middlesex Hosp. Med.School, Univ. of London, United Kingdom",All,234,Y,N
410,Catholic Univ. of America,No,235,N,N
5464,Curry Coll.,No,235,N,Y
5509,Univ. of Southern Indiana,No,235,N,Y
5510,Boise State Univ.,No,235,N,Y
5511,"Augustana Univ, SD",No,235,N,Y
5512,Appalachian State Univ.,No,235,N,Y
5548,"St. John of God Coll. of Health Sciences, Malawi",All,139,Y,Y
5555,"Chinese PLA Medical College, China",All,51,Y,Y
1890,"Mie Univ. School of Medicine, Japan",All,118,Y,Y
5556,"Mediterranean Univ. School of Medicine, Turkey",All,227,Y,Y
5557,"Univ. Autonomous de Zacatecas, Mexico",All,149,Y,Y
5558,"All Saints Univ., Dominica",No,68,N,Y
1894,"Military Medical Academy, St. Petersburg, Russia",All,188,Y,Y
1895,"Military School of Medicine, Colombia",All,54,Y,Y
435,Central Connecticut State Col.,No,235,N,N
1923,"Miyazaki Medical Coll., Japan",All,118,Y,Y
1927,"Monash Univ., Melbourne, Australia",All,15,Y,N
477,Chicago Coll. of Osteopathic Med.of Midwestern Univ.,US-Canadian,235,Y,N
479,Chicago Medical School at Rosalind Franklin U.,US-Canadian,235,Y,N
515,Citadel Mil Col of SC,No,235,N,N
524,City Coll. of San Francisco,No,235,N,N
1950,"Moscow Medical School, Russia",All,188,Y,Y
526,City Univ. of New York ,No,235,N,N
527,"City Univ. of New York, Baruch Col.",No,235,N,N
528,"City Univ. of New York, Brooklyn Col.",No,235,N,N
529,"City Univ. of New York, City Coll.",No,235,N,N
531,"City Univ. of New York, Hunter Coll.",No,235,N,N
2045,"Yong Loo Lin Medical School, National Univ. of Singapore",All,201,Y,Y
5347,The Courtland Institute of Art,No,234,N,Y
1130,Gustavus Adolphus Coll. ,No,235,N,N
2048,"National Yang Ming Medical Coll., Taiwan",All,218,Y,Y
5382,"Government Medical Coll., Thiruvananthapuram, India",All,110,Y,Y
5479,"Tsinghua Univ. Medical School, China",All,51,Y,Y
5482,Panineeya Mahavidyalaya Inst. of Dental Sciences,All,110,Y,Y
5524,"Guangdong Medical College, China",All,51,Y,Y
1150,Hamilton Coll.,No,235,N,N
1151,Hamline Univ.,No,235,N,N
5563,"Univ. of New Brunswick, Canada",No,44,N,Y
5564,"Univ. of The Incarnate Word, Texas",No,235,N,Y
5565,"Lakehead Univ., Canada",No,44,N,Y
1154,Hampton Univ. ,No,235,N,N
1170,Hartwick Coll.,No,235,N,N
1171,Harvard Coll. ,No,235,N,N
1173,Harvard Grad. School of Arts and Sciences,No,235,N,N
1174,Harvard Grad. School of Business Administration ,No,235,N,N
1176,Harvard Grad. School of Education ,No,235,N,N
1177,Harvard Law School,No,235,N,N
1178,Harvard Medical School,US-Canadian,235,Y,N
1179,Harvard School of Dental Medicine ,US-Canadian,235,Y,N
1180,Harvard School of Public Health,No,235,N,N
1181,Harvard Univ.,No,235,N,N
1186,Haverford Coll. ,No,235,N,N
1203,Hendrix Coll. ,No,235,N,N
2101,"Nihon Univ., Japan",All,118,Y,Y
2103,"Ninghsia Medical Coll., China",All,51,Y,Y
2104,"Nippon Dental Univ., Japan",No,118,N,Y
2105,"Nippon Medical School, Japan",All,118,Y,Y
2107,"Nishtar Medical Coll., Multan, Pakistan",All,174,Y,Y
1217,Hobart and William Smith College,No,235,N,N
1239,Howard Univ. Col. of Medicine,US-Canadian,235,Y,N
1241,Howard Univ. ,No,235,N,N
1245,Humboldt State Univ. ,No,235,N,N
1260,Idaho State Univ.,No,235,N,N
5082,"Kyung Hee School of Medicine, South Korea",All,124,Y,Y
4957,"Univ. of North Texas, Texas Coll. of Osteopathic Medicine",US-Canadian,235,Y,N
5108,"Indira Gandhi Medical Coll., Shimla, India",All,110,Y,N
5354,"Government Medical Coll., Kottayam, India",All,110,Y,Y
4958,Rowan Univ. School of Osteopathic Medicine,US-Canadian,235,Y,N
5355,Pontificia Univ. Catolica del Ecuador,All,71,Y,Y
5362,"Manipal Coll. of Medical Sciences, Nepal",All,160,Y,Y
3835,"Univ. of Vienna, Austria",No,16,N,Y
5373,Hofstra North Shore LIJ School of Medicine,US-Canadian,235,Y,Y
5374,Oakland Univ. William Beaumont School of Medicine,US-Canadian,235,Y,Y
5375,Pacific Northwest Univ. of Osteopathic Health Sciences,US-Canadian,235,Y,Y
5376,"Pavol Jozef Safarik Univ., School of Medicine, Slovakia",All,202,Y,Y
4959,Univ. of Toledo Coll. of Medicine,US-Canadian,235,Y,N
4361,"Univ. of Kuopio, Finland",All,81,Y,Y
5377,"Health Science Univ. of Mongolia, School of Medicine, Mongolia",All,153,Y,Y
5403,"Christian Medical Coll., Punjab U., India",All,110,Y,Y
4364,"Crimean Medical Institute, Russia",All,188,Y,Y
5417,Univ. of Wyoming,No,235,N,Y
5418,Northern Kentucky Univ.,No,235,N,Y
5419,Juniata Coll.,No,235,N,Y
4368,"Yerevan Medical Institute, Armenia",All,12,Y,Y
5420,Grand Valley State Univ.,No,235,N,Y
4960,"Univ. of Ontario Institute of Technology, Canada",US-Canadian,44,Y,N
4371,"Univ. of Tampere, Finland",All,81,Y,Y
4372,"Diyarbakir Univ. Medical School, Turkey",All,227,Y,Y
4373,"Suez Canal Univ., Ismailia, Egypt",All,72,Y,N
4961,Virginia Commonwealth Univ. School of Medicine,US-Canadian,235,Y,N
5421,Claremont McKenna Coll.,No,235,N,Y
5424,Illinois Wesleyan Univ.,No,235,N,Y
5437,"Escuela Latino Americana, Cuba",All,62,Y,Y
5448,"Jiangxi Univ. of Science & Technology, China",No,51,N,Y
4387,Univ. of Rostock,All,91,Y,N
4390,"Gadjah Mada Univ., Yogyakarta, Indonesia",All,111,Y,Y
4391,"Yamanashi Medical School, Japan",All,118,Y,Y
4392,Hong Kong Polytechnic Univ.,No,51,N,Y
4403,"Osaka Medical Coll., Japan",All,118,Y,Y
4404,"Marmara Univ., Faculty of Medicine, Turkey",All,227,Y,Y
4412,"First Military Medical Univ., Guangzhou, China",All,51,Y,Y
4413,"Nara Medical Univ., Nara, Japan",All,118,Y,Y
4428,Nagpur Univ. ,No,110,N,N
5096,"Sri Guru Ram Das Inst. of Medical Sciences, India",All,110,Y,N
5365,"Univ. of Medicine and Pharmacy, G.T. Popa, Romania",All,187,Y,Y
5372,"Federal Univ. of Maranhao, Faculty of Medicine, Brazil",All,35,Y,Y
2239,"Osaka City Univ. Medical School, Japan",All,118,Y,Y
5401,Cooper Medical School of Rowan Univ.,US-Canadian,235,Y,Y
2241,"Osaka Univ. Medical School, Japan",All,118,Y,Y
5423,New England School of Law,No,235,N,Y
2243,"Osmania Medical Coll., Osmania U., India",All,110,Y,N
2244,"Osmania Univ., India",No,110,N,N
1758,Marquette Univ.,No,235,N,N
1760,Marshall Univ. School of Medicine,US-Canadian,235,Y,N
2254,"Oxford Univ. Medical School, United Kingdom",All,234,Y,N
2257,"Oxford Univ., England",No,234,N,N
1768,Mary Washington Coll. ,No,235,N,N
2272,"Pahlavi Univ. School of Medicine, Iran",All,112,Y,Y
2275,"Paise School of Medicine, China",All,51,Y,Y
2277,"Palacky Univ., Czech Republic",All,65,Y,Y
1783,Massachusetts Coll. of Pharmacy,No,235,N,N
1784,Massachusetts Inst. of Technology ,No,235,N,N
2284,"Pangpu Medical Coll., China",All,51,Y,Y
2286,"Paotou School of Medicine, China",All,51,Y,Y
1793,Mayo Medical School ,US-Canadian,235,Y,N
2293,"Patna Medical Coll., Patna U., India",All,110,Y,N
2295,"Paul Sabatier Univ., Toulouse, France",No,83,N,Y
2296,"Pavlov First Medical Institute, Russia",All,188,Y,Y
1796,"McGill Univ. Faculty of Medicine, Canada",US-Canadian,44,Y,N
1797,"McGill Univ., Canada",No,44,N,N
2300,"Pecs Medical School, Poland",All,182,Y,Y
2301,"Pecs Univ. Medical School, Hungary",All,108,Y,Y
2304,"Peking Medical Univ., China",All,51,Y,Y
2305,"Peking Second Medical Coll., China",All,51,Y,Y
2306,"Peking Union Medical Coll., China",All,51,Y,Y
2307,"Peking Univ., China",No,51,N,Y
1801,"McMaster Univ. Faculty of Medicine, Canada",US-Canadian,44,Y,N
1802,"McMaster Univ., Canada",No,44,N,N
1823,Medical Col. of Georgia ,US-Canadian,235,Y,N
1827,Medical Col. of Wisconsin ,US-Canadian,235,Y,N
1839,Medical Univ. of South Carolina Col. of Medicine ,US-Canadian,235,Y,N
1842,Meharry Medical Coll. ,US-Canadian,235,Y,N
1844,Memorial Univ. of Newfoundland Faculty of Medicine ,US-Canadian,44,Y,N
5031,Univ. of Montreal,No,44,N,N
5033,Prince Leopold Inst.,No,25,N,Y
2419,"Rajshahi Medical Coll., Bangladesh",All,21,Y,Y
5038,Semmelweis Univ.,No,108,N,Y
3302,Uniformed Services Univ. of the Hlth Sci School of Med.,US-Canadian,235,Y,N
5040,"Trakya University School of Medicine, Turkey",All,227,Y,Y
5043,Episcopal Divinity School,No,235,N,N
5050,Indiana U.-Purdue U.-Indianapolis,No,235,N,N
3305,"Union Coll., NY",No,235,N,N
2426,"Rangaraya Medical Coll., Andhra U., India",All,110,Y,N
2427,"Rangpur Medical Coll., Bangladesh",All,21,Y,Y
5051,Naval Postgraduate School,No,235,N,N
2429,"Rawalpindi Medical Coll., Pakistan",All,174,Y,Y
5052,New Hampshire Technical Institute,No,235,N,N
5053,San Diego Community College District,No,235,N,N
2434,"Faculty of Medicine of Sao Jose Do Rio Preto, Brazil ",All,35,Y,Y
3352,Universidad Central del Caribe School of Medicine,US-Canadian,235,Y,N
3435,"Univ. of Alberta Faculty of Medicine, Canada",US-Canadian,44,Y,N
3436,"Univ. of Alberta, Canada",No,44,N,N
3487,"Univ. of British Columbia Faculty of Medicine, Canada",US-Canadian,44,Y,N
3488,"Univ. of British Columbia, Canada",No,44,N,N
3500,"Univ. of Calgary, Faculty of Medicine, Canada",US-Canadian,44,Y,N
2447,"Riga Stradins Univ. Fac. of Medicine, Latvia",All,129,Y,Y
2448,"Rijks Univ. Centrum, Belgium",All,25,Y,Y
2450,"Rijks Univ. Leiden, the Netherlands",All,161,Y,Y
2452,"Rijks Univ. Utrecht, the Netherlands",No,161,N,Y
3571,"Univ. of Guelph, Canada",No,44,N,N
3636,"Univ. of Manitoba, Faculty of Medicine, Canada",US-Canadian,44,Y,N
3637,"Univ. of Manitoba, Canada",No,44,N,N
3658,"Univ. of Montreal Faculty of Medicine, Canada",US-Canadian,44,Y,N
3696,"Univ. of Ottawa Faculty of Medicine, Canada",US-Canadian,44,Y,N
3697,"Univ. of Ottawa, Canada",No,44,N,N
3768,"Univ. of Saskatchewan Coll. of Medicine, Canada",US-Canadian,44,Y,N
2476,"Rosario Medical School, Argentina",All,11,Y,Y
2489,"Royal Dental Coll., Denmark",No,66,N,Y
2491,"Royal Free Hospital School of Medicine, United Kingdom",All,234,Y,N
2494,"Royal Melbourne Medical School, Australia",All,15,Y,N
2496,Royal Univ. of Malta Medical School,All,143,Y,Y
2498,"Ruhr-Univ. Bochum, Germany",All,91,Y,N
2500,"Ruprecht-Karl-Universitat, Heidelberg, Germany",All,91,Y,N
3069,"Univ. of Illinois, Chicago",No,235,N,N
4964,"Bharati Vidyapeeth Med Coll, Bharati Vidyapeeth Univ., India",All,110,Y,N
3071,"Univ. of Illinois, Urbana-Champaign",No,235,N,N
4965,"Central American Health Sciences University, Belize",All,26,Y,Y
4966,"Cheju National University College of Medicine, South Korea",All,124,Y,Y
3074,Univ. of Iowa,No,235,N,N
3075,Univ. of Iowa Col. of Medicine ,US-Canadian,235,Y,N
3076,Univ. of Kansas,No,235,N,N
4967,"Chiang Mai University Faculty of Medicine, Thailand",All,221,Y,Y
4968,"Chungang University College of Medicine, South Korea",All,124,Y,Y
3077,Univ. of Kansas School of Medicine,US-Canadian,235,Y,N
3078,Univ. of Kentucky,No,235,N,N
3079,Univ. of Kentucky Col. of Medicine,US-Canadian,235,Y,N
4969,"Colegio Mayor de Nuestra del Rosario, Colombia",All,54,Y,Y
3081,Univ. of Louisville,No,235,N,N
3082,Univ. of Louisville School of Medicine ,US-Canadian,235,Y,N
4970,"Dong-A University College of Medicine, South Korea",All,124,Y,Y
3084,Univ. of Maine,No,235,N,N
4971,"Dongguk University Medical College, South Korea",All,124,Y,Y
4053,"Wuhan Medical Coll., China",All,51,Y,Y
4972,"Ernst-Moritz-Arndt University Faculty of Medicine, Germany",All,91,Y,N
4973,"Hallym University College of Medicine, South Korea",All,124,Y,Y
3088,"Univ. of Maine, Orono",No,235,N,N
4057,"Xian Medical Univ., China",All,51,Y,Y
4974,"Hamdard College of Medicine, Pakistan",All,174,Y,Y
4059,"Xuzhou Medical Coll., China",All,51,Y,Y
4975,"Hirosaki University School of Medicine, Japan",All,118,Y,Y
4976,"Instituto de Ciencias de la Salud Faculty of Medicine, Colombia",All,54,Y,Y
3090,Univ. of Maryland,No,235,N,N
4977,"KJ Somaiya Medical College, Mumbai University, India",All,110,Y,N
3092,Univ. of Maryland School of Medicine ,US-Canadian,235,Y,N
4978,"Keimyung University College of Medicine, South Korea",All,124,Y,Y
3094,Univ. of Massachusetts ,No,235,N,N
4979,"Kempegowda Inst. of Medical Sciences, Bangalore Univ., India",All,110,Y,N
4068,"Yamagata Univ., School of Medicine, Japan",All,118,Y,Y
4069,"Yamaguchi Univ. School of Medicine, Japan",All,118,Y,Y
4980,"Kosin Medical College, South Korea",All,124,Y,Y
4981,"KwanDong University College of Medicine, South Korea",All,124,Y,Y
3095,Univ. of Massachusetts Medical School,US-Canadian,235,Y,N
3096,"Univ. of Massachusetts, Amherst",No,235,N,N
